id_lectura,fecha_hora,edificio,ciudad,tipo_edificio,superficie_m2,temperatura_exterior_c,humedad_relativa_pct,radiacion_solar_wm2,ocupacion_personas,hvac_activo,modo_hvac,consumo_kwh,generacion_solar_kwh,periodo_tarifario,coste_eur
452,2025-03-22 20:00:00,Campus Norte,Bilbao,Educativo,8600,12.5,99.0,0.0,53,0,Apagado,14.91,0.0,Valle,1.31
1815,2025-12-07 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,13.4,71.1,387.7,55,1,Calefaccion,92.21,102.26,Valle,-0.42
419,2025-02-18 14:00:00,Campus Norte,Bilbao,Educativo,8600,11.1,81.4,390.5,808,1,Calefaccion,76.22,28.04,Llano,7.24
955,2025-08-05 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,34.0,47.0,896.2,369,1, REFRIGERACION,244.45,182.33,Llano,9.96
524,2025-06-02 20:00:00,Campus Norte,Bilbao,Educativo,8600,19.6,91.7,39.7,114,0,Apagado,24.82,2.87,Punta,4.84
863,2025-05-05 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,30.0,51.8,756.5,397,1, REFRIGERACION,220.65,151.17,Llano,9.61
499,2025-05-09 14:00:00,Campus Norte,Bilbao,Educativo,8600,20.1,83.8,510.5,845,0,Apagado,83.18,39.02,Llano,6.09
1374,2025-09-26 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.1,,159.2,229,0, APAGADO,45.13,19.39,Llano,4.52
54,2025-02-22 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,3.0,64.2,69.1,0,0,Apagado,23.95,10.77,Valle,1.18
420,2025-02-18 20:00:00,Campus Norte,Bilbao,Educativo,8600,10.4,79.6,0.0,82,1,Calefaccion,27.68,0.0,Punta,6.59
26,2025-01-25 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,3.1,75.1,0.0,0,0,Apagado,24.44,0.0,Valle,2.36
34,2025-02-02 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.0,73.9,0.0,70,0,Apagado,26.71,0.0,Valle,2.51
94,2025-04-03 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,9.1,69.3,213.1,303,1,Calefaccion,69.74,31.09,Llano,5.29
1509,2025-02-06 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,2.0,77.6,0.0,43,1,Calefaccion,129.76,0.0,Valle,12.05
1270,2025-06-14 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.8,62.8,363.5,297,1,Refrigeracion,237.85,43.93,Valle,1.29
1537,2025-03-06 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,4.0,87.4,0.0,55,1,Calefaccion,120.77,0.0,Valle,10.56
106,2025-04-15 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,11.5,55.5,233.4,381,1,Calefaccion,65.31,34.61,Llano,4.17
1385,2025-10-08 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.7,85.1,0.0,142,0, APAGADO,52.08,0.0,Valle,5.67
1978,2025-05-17 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,18.5,82.5,316.4,121,0,Apagado,28.15,0.0,Valle,2.47
501,2025-05-13 00:00:00,Campus Norte,Bilbao,Educativo,8600,15.1,85.9,0.0,45,1,Ventilacion,18.24,0.0,Valle,1.61
320,2025-11-13 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,9.7,65.3,0.0,137,1,Calefaccion,45.71,0.0,Punta,11.95
157,2025-06-06 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,17.8,58.1,0.0,0,0,Apagado,22.62,0.0,Valle,2.07
2098,2025-09-14 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,21.7,71.9,196.7,97,0,Apagado,24.1,0.0,Valle,2.57
234,2025-08-21 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,21.7,56.6,367.9,337,0,Apagado,65.82,56.4,Llano,1.61
1405,2025-10-28 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,13.1,84.0,0.0,46,0,Apagado,49.8,0.0,Valle,5.35
1933,2025-04-03 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.0,81.0,0.0,312,1,Calefaccion,101.05,0.0,Valle,8.83
1028,2025-10-16 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.2,56.6,0.0,412,0,Apagado,311.22,0.0,Punta,84.81
1956,2025-04-23 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,16.4,83.3,0.0,282,no,Apagado,99.27,0.0,Punta,21.45
577,2025-07-28 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.1,88.8,0.0,0,no,Apagado,12.28,0.0,Valle,1.26
1059,2025-11-17 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,20.3,63.1,599.4,407,0,Apagado,190.67,122.92,Llano,11.74
1881,2025-02-10 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,4.4,87.0,0.0,291,1,Calefaccion,103.7,0.0,Valle,10.08
310,2025-11-05 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,7.1,72.4,7.4,337,1,Calefaccion,100.78,1.15,Llano,17.81
583,2025-08-01 14:00:00,Campus Norte,Bilbao,Educativo,8600,25.4,82.9,514.7,0,0, APAGADO,7.49,39.48,Llano,-2.08
1126,2025-01-21 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,9.7,83.8,0.0,64,0,Apagado,49.8,0.0,Llano,7.84
981,2025-09-02 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.4,58.2,0.0,242,0,Apagado,164.98,0.0,Valle,16.96
995,2025-09-14 14:00:00,Hospital Sur, Sevilla,Sanitario,21000,29.7,59.3,711.3,429,1,Refrigeracion,228.28,135.82,Valle,9.93
1655,2025-06-30 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,34.5,33.7,857.6,153,1,Refrigeracion,191.65,232.79,Llano,-2.46
390,2025-01-21 08:00:00,Campus Norte,Bilbao,Educativo,8600,6.5,89.0,0.0,813,Si,Calefaccion,119.3,0.0,Llano,19.12
2117,2025-10-04 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.8,82.1,0.0,278,1,Calefaccion,93.81,0.0,Valle,10.39
1163,2025-02-26 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,16.3,73.0,592.7,1394,0,Apagado,203.26,71.5,Llano,19.43
559,2025-07-08 14:00:00,Campus Norte,Bilbao,Educativo,8600,24.2,81.1,576.4,48,0,Apagado,10.48,42.63,Llano,-1.95
305,2025-11-01 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.7,57.1,0.0,32,0,Apagado,26.06,0.0,Valle,2.74
1527,2025-02-22 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,12.9,74.3,492.4,64,Si,Calefaccion,85.48,136.27,Valle,-1.88
1224,2025-04-27 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.4,70.4,0.0,1520,0,Apagado,310.06,0.0,Valle,26.08
208,2025-07-24 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,26.6,48.0,28.7,149,1,Refrigeracion,50.19,4.03,Punta,11.24
897,2025-06-10 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.4,46.1,0.0,190,0,Apagado,169.67,0.0,Valle,15.59
443,2025-03-14 14:00:00,Campus Norte,Bilbao,Educativo,8600,13.5,85.6,433.8,720,1,Calefaccion,86.13,31.26,Llano,7.74
222,2025-08-09 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,20.5,43.8,380.2,22,0,Apagado,16.06,58.48,Valle,-1.73
999,2025-09-18 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,31.9,39.6,677.0,399,1,Refrigeracion,232.95,137.24,Llano,16.41
1196,2025-03-30 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.7,69.6,0.0,1574,0,Apagado,331.0,0.0,Valle,28.57
1124,2025-01-17 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,13.3,81.5,0.0,1363,1,Calefaccion,268.51,0.0,Punta,63.88
521,2025-06-02 00:00:00,Campus Norte,Bilbao,Educativo,8600,17.4,81.7,0.0,174,No,Apagado,28.69,0.0,Valle,2.59
1331,2025-08-13 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,33.7,74.9,533.1,1427,1,Refrigeracion,223.84,64.46,Llano,26.57
681,2025-11-09 00:00:00,Campus Norte,Bilbao,Educativo,8600,11.5,90.2,0.0,35,0,Apagado,13.42,0.0,Valle,1.43
1618,2025-05-25 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,19.0,65.8,402.3,80,0,Apagado,82.21,106.1,Valle,-0.85
811,2025-03-14 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.6,66.5,452.6,359,0,Apagado,182.31,92.82,Llano,12.68
909,2025-06-22 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,,42.5,0.0,217,1,Ventilacion,165.96,0.0,Valle,15.8
23,2025-01-21 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,8.1,67.1,476.3,623,1,Calefaccion,109.12,71.4,Llano,5.91
1621,2025-05-29 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,17.4,,0.0,41,No,Apagado,112.36,0.0,Valle,10.37
337,2025-12-03 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,0.5,84.4,0.0,0,0,Apagado,22.44,0.0,Valle,2.41
408,2025-02-06 20:00:00,Campus Norte,Bilbao,Educativo,8600,7.5,99.0,0.0,0,1,Calefaccion,23.26,0.0,Punta,5.45
393,2025-01-25 00:00:00,Campus Norte,Bilbao,Educativo,8600,8.2,92.3,0.0,0,0,Apagado,12.44,0.0,Valle,1.2
1342,2025-08-25 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.3,67.7,292.3,181,0,Apagado,42.78,38.41,Llano,0.73
1332,2025-08-13 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.9,59.6,0.0,1492,1,Refrigeracion,296.44,0.0,Punta,70.35
2171,2025-11-25 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.0,73.4,541.9,84,0,Apagado,20.5,0.0,Llano,3.55
2138,2025-10-24 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.3,77.6,1.0,55,1,Calefaccion,32.39,0.0,Llano,5.54
1970,2025-05-09 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.5,80.3,260.8,78,0,Apagado,17.81,0.0,Llano,2.52
1430,2025-11-21 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,15.5,72.9,0.0,46,0,Apagado,49.67,0.0,Llano,8.7
1105,2025-01-01 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,7.7,89.8,0.0,102,0,Apagado,55.33,0.0,Valle,5.62
1018,2025-10-08 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,18.8,55.5,128.3,,0,Apagado,190.83,25.04,Llano,28.2
1709,2025-08-25 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,21.5,54.9,0.0,41,0,Apagado,106.04,0.0,Valle,10.94
161,2025-06-10 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,17.0,44.9,0.0,3,0,Apagado,22.4,0.0,Valle,2.02
1516,2025-02-10 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,8.7,77.0,0.0,167,1,Calefaccion,259.36,0.0,Punta,60.77
1983,2025-05-21 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,,60.1,834.0,59,0,Apagado,17.93,0.0,Llano,2.52
963,2025-08-13 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,33.7,41.0,869.7,405,1,Refrigeracion,224.26,182.85,Llano,6.8
1855,2025-01-13 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.3,85.0,263.3,59,0,Apagado,17.68,0.0,Llano,2.75
1112,2025-01-05 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,11.6,64.0,0.0,1581,1,Calefaccion,355.75,0.0,Valle,35.79
1836,2025-12-27 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,8.6,87.8,,76,1,Calefaccion,137.44,0.0,Valle,13.43
1395,2025-10-16 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.3,68.6,605.9,1340,0,Apagado,,70.48,Llano,26.54
18,2025-01-17 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,0.6,67.5,0.0,272,1,Calefaccion,117.44,0.0,Llano,18.49
1258,2025-06-02 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.7,69.8,264.5,142,0,Apagado,41.88,34.91,Llano,0.99
2128,2025-10-12 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,15.8,68.7,0.0,321,1,Ventilacion,89.6,0.0,Valle,9.78
1236,2025-05-09 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.8,71.3,0.0,1403,0,Apagado,280.23,0.0,Punta,60.78
582,2025-08-01 08:00:00,Campus Norte,Bilbao,Educativo,8600,22.3,90.7,180.3,40,0,Apagado,9.73,14.45,Llano,-0.31
2133,2025-10-20 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,15.6,70.9,0.0,297,1,Ventilacion,108.32,0.0,Valle,12.14
135,2025-05-13 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,27.0,61.3,640.4,561,TRUE, REFRIGERACION,109.13,95.79,Llano,1.89
2125,2025-10-12 00:00:00,Residencial Mirador, Barcelona ,Residencial,9800,12.6,84.5,0.0,318,1,Calefaccion,94.02,0.0,Valle,10.42
1888,2025-02-14 20:00:00,Residencial Mirador,barcelona,Residencial,9800,7.8,90.9,,322,1,Calefaccion,111.54,0.0,Punta,25.74
1295,2025-07-08 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,30.0,57.4,,1360,1,Refrigeracion,229.93,111.79,Llano,17.93
342,2025-12-07 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.5,59.2,0.0,47,0,Apagado,27.43,0.0,Valle,2.9
1267,2025-06-10 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.2,65.5,733.1,1175,1,Refrigeracion,216.58,100.95,Llano,16.52
1627,2025-06-02 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,26.8,61.3,537.1,166,1,Refrigeracion,170.09,145.49,Llano,3.67
1213,2025-04-19 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,16.6,76.1,0.0,76,0,Apagado,52.78,0.0,Valle,4.48
1928,2025-03-26 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,14.5,83.8,0.0,289,1,Ventilacion,94.49,0.0,Punta,20.19
888,2025-05-29 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.9,45.1,94.2,394,1,Refrigeracion,,17.51,Punta,62.27
1530,2025-02-26 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,9.5,76.2,93.4,150,1,Calefaccion,267.53,25.07,Llano,34.84
772,2025-02-02 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,12.3,66.7,0.0,412,1,Calefaccion,296.44,0.0,Valle,28.19
1946,2025-04-15 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.9,82.7,205.5,84,1,Calefaccion,19.01,0.0,Llano,2.63
2090,2025-09-06 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,16.5,80.6,206.0,123,0,Apagado,28.65,0.0,Valle,3.13
1132,2025-01-25 20:00:00,Centro Comercial Delta, Valencia,Comercial,17400,10.4,75.0,0.0,1604,TRUE,Calefaccion,343.57,0.0,Valle,32.33
1837,2025-12-31 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,-2.9,81.8,0.0,,TRUE,Calefaccion,140.25,0.0,Valle,14.01
144,2025-05-21 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,23.0,49.7,46.2,47,FALSE,Apagado,37.27,7.28,Punta,6.59
1013,2025-10-04 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.5,61.9,0.0,189,1,Ventilacion,160.47,0.0,Valle,17.44
1970,2025-05-09 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.5,80.3,260.8,78,0,Apagado,17.81,0.0,Llano,2.52
729,2025-12-27 00:00:00,Campus Norte,Bilbao,Educativo,8600,3.0,99.0,0.0,0,0,Apagado,12.64,0.0,Valle,1.27
181,2025-06-30 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,17.5,47.0,0.0,5,0,Apagado,23.27,0.0,Valle,2.18
1768,2025-10-20 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,17.7,67.2,0.0,151,FALSE,Apagado,232.01,0.0,Punta,63.15
2021,2025-06-30 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,16.6,77.7,0.0,304,0,Apagado,97.27,0.0,Valle,9.21
2079,2025-08-25 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,26.1,61.6,806.5,85,1,Refrigeracion,23.01,0.0,Llano,3.89
464,2025-04-03 20:00:00,Campus Norte,Bilbao,Educativo,8600,14.9,87.9,0.0,4,1,Ventilacion,17.02,0.0,Punta,3.74
1590,2025-04-27 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,17.9,63.7,294.3,63,0,Apagado,78.97,76.68,Valle,0.21
1232,2025-05-05 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.8,83.1,0.0,1328,0,Apagado,269.49,0.0,Punta,55.43
383,2025-01-13 14:00:00,Campus Norte,Bilbao,Educativo,8600,11.4,93.0,306.9,801,1,Calefaccion,87.36,23.69,Llano,10.01
757,2025-01-21 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,4.6,76.4,0.0,212,1,Calefaccion,180.25,0.0,Valle,17.0
2145,2025-11-01 00:00:00,Residencial Mirador, Barcelona,Residencial,9800,12.7,88.3,0.0,308,1,Calefaccion,95.27,0.0,Valle,10.75
952,2025-08-01 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,31.7,28.1,0.0,403,1,Refrigeracion,293.24,0.0,Punta,71.96
896,2025-06-06 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.2,54.0,77.6,376,1,Refrigeracion,305.35,15.0,Punta,64.57
597,2025-08-17 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.3,83.1,0.0,0,0,Apagado,11.79,0.0,Valle,1.23
663,2025-10-20 14:00:00,Campus Norte,Bilbao,Educativo,8600,16.8,81.7,567.1,,0,Apagado,87.9,44.07,Llano,7.74
15,2025-01-13 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,9.2,83.1,334.8,628,1,Calefaccion,102.58,50.2,Llano,8.04
192,2025-07-08 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,25.3,46.1,50.1,42,1,Refrigeracion,42.51,7.4,Punta,8.09
670,2025-10-28 08:00:00,Campus Norte,Bilbao,Educativo,8600,11.7,90.3,19.4,,1,Calefaccion,119.77,1.41,Llano,20.96
425,2025-02-26 00:00:00,Campus Norte,Bilbao,Educativo,8600,7.5,92.3,0.0,27,1,Calefaccion,25.11,0.0,Valle,2.26
49,2025-02-18 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,3.1,65.8,0.0,1,0,Apagado,22.89,0.0,Valle,2.03
1320,2025-08-01 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,27.7,60.9,11.4,1297,1,Refrigeracion,282.45,1.39,Punta,69.59
2175,2025-11-29 14:00:00,Residencial Mirador, Barcelona,Residencial,9800,15.2,95.9,437.5,112,1,Ventilacion,25.76,0.0,Valle,2.7
1291,2025-07-04 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.0,63.1,903.7,1399,1,Refrigeracion,207.18,108.53,Llano,14.63
1440,2025-11-29 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,13.6,94.5,0.0,1670,1,Calefaccion,313.99,0.0,Valle,33.16
1217,2025-04-23 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.2,75.6,0.0,34,0,Apagado,45.83,0.0,Valle,3.92
1685,2025-08-01 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,18.8,52.2,0.0,50,0,Apagado,113.75,0.0,Valle,11.53
969,2025-08-21 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,,105.9,0.0,217,No,Apagado,168.83,0.0,Valle,17.47
1938,2025-04-07 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,8.2,74.1,219.6,58,1,Calefaccion,22.81,0.0,Llano,3.15
1390,2025-10-12 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.8,69.0,121.6,0,0,Apagado,34.2,14.67,Valle,2.11
40,2025-02-06 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,7.8,63.2,0.0,71,1,Calefaccion,48.73,0.0,Punta,11.15
1843,2025-01-01 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,15.1,80.4,278.8,121,1,Ventilacion,26.99,0.0,Valle,2.75
641,2025-09-30 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.5,89.4,0.0,125,0,Apagado,23.64,0.0,Valle,2.63
1066,2025-11-25 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,9.4,74.1,0.0,402,1,Calefaccion,277.52,0.0,Llano,48.18
1071,2025-11-29 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,-999.0,78.0,,391,0,Apagado,188.8,74.51,Valle,12.22
414,2025-02-14 08:00:00,Campus Norte,Bilbao,Educativo,8600,7.0,98.1,,797,1,Calefaccion,125.13,0.51,Llano,18.31
915,2025-06-26 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,36.0,50.4,828.8,420,1,Refrigeracion,226.82,173.74,Llano,7.91
2043,2025-07-20 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,24.7,,715.7,134,1,Refrigeracion,28.91,0.0,Valle,2.82
1552,2025-03-18 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,13.2,72.8,0.0,155,1,Calefaccion,253.42,0.0,Punta,54.97
123,2025-05-01 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,24.4,51.9,703.3,26,0,Apagado,134.5,111.45,Valle,-3.19
350,2025-12-15 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.3,75.2,0.0,356,1,Calefaccion,110.02,0.0,Llano,18.58
1364,2025-09-14 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.6,69.3,0.0,1481,1,Refrigeracion,300.57,0.0,Valle,31.38
1319,2025-08-01 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,29.2,56.6,916.1,1322,1,Refrigeracion,210.54,116.29,Llano,14.58
523,2025-06-02 14:00:00,Campus Norte,Bilbao ,Educativo,8600,22.0,67.8,765.8,793,0,Apagado,77.2,55.53,Llano,3.14
675,2025-11-01 14:00:00,Campus Norte,Bilbao,Educativo,8600,16.7,76.7,,6,0, APAGADO,8.08,37.9,Valle,-1.39
1041,2025-11-01 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,10.8,62.9,0.0,227,1,Calefaccion,183.55,0.0,Valle,20.56
113,2025-04-23 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,12.5,62.4,0.0,44,0,Apagado,25.01,0.0,Valle,2.25
753,2025-01-17 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,6.7,79.0,0.0,173,1,Calefaccion,186.3,0.0,Valle,19.1
719,2025-12-15 14:00:00,Campus Norte,Bilbao,Educativo,8600,13.6,88.3,393.7,877,Si,Calefaccion,88.76,28.36,Llano,10.47
279,2025-10-04 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,25.3,55.5,595.0,99,0,Apagado,22.46,90.9,Valle,-2.94
1376,2025-09-26 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.2,64.7,0.0,1473,0,Apagado,280.93,0.0,Punta,76.13
1705,2025-08-21 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,21.1,63.4,0.0,34,0,Apagado,104.52,0.0,Valle,11.18
1292,2025-07-04 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.5,54.1,78.3,1348,1,Refrigeracion,268.1,11.03,Punta,56.71
800,2025-03-02 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.2,64.9,0.0,382,si,Calefaccion,273.38,0.0,Valle,23.84
1090,2025-12-19 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,6.2,69.0,0.0,408,1,Calefaccion,285.33,0.0,Llano,48.93
505,2025-05-17 00:00:00,Campus Norte,Bilbao,Educativo,8600,12.8,95.7,0.0,0,0,Apagado,12.45,0.0,Valle,1.08
1660,2025-07-04 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,27.9,53.4,88.1,186,1,Refrigeracion,245.57,23.52,Punta,52.89
798,2025-03-02 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,9.8,83.2,72.2,418,1,Calefaccion,297.64,13.47,Valle,25.01
1202,2025-04-07 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,15.3,73.6,190.1,29,0,Apagado,37.01,23.68,Llano,1.87
159,2025-06-06 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,30.7,53.7,529.7,608,TRUE,Refrigeracion,110.06,82.19,Llano,3.92
1574,2025-04-11 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,13.5,59.4,192.0,175,1,Calefaccion,159.23,52.07,Llano,14.8
548,2025-06-26 20:00:00,Campus Norte,Bilbao ,Educativo,8600,21.2,70.4,51.3,21,no,Apagado,18.56,3.88,Punta,3.35
4,2025-01-01 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,3.6,74.1,0.0,34,0,Apagado,24.68,0.0,Valle,2.38
120,2025-04-27 20:00:00,Torre Atlantida, Madrid,Oficinas,12500,,64.5,0.0,38,No,Apagado,25.18,0.0,Valle,2.15
2036,2025-07-12 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,23.2,60.3,75.7,325,1,Ventilacion,97.13,0.0,Valle,9.52
1367,2025-09-18 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,25.9,59.6,717.9,1370,1,Refrigeracion,203.78,88.85,Llano,20.1
561,2025-07-12 00:00:00,Campus Norte,Bilbao,Educativo,8600,19.6,76.3,0.0,0,0,Apagado,12.33,0.0,Valle,1.17
1297,2025-07-12 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.7,62.1,0.0,68,0,Apagado,53.14,0.0,Valle,5.18
581,2025-08-01 00:00:00,Campus Norte,Bilbao,Educativo,8600,14.7,94.0,0.0,,0,Apagado,12.61,0.0,Valle,1.23
75,2025-03-14 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,17.0,60.0,430.9,576,0,Apagado,103.64,63.58,Llano,5.77
183,2025-06-30 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,28.9,54.9,860.1,601,1,Refrigeracion,115.03,130.57,Llano,-0.95
1544,2025-03-10 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,11.1,71.9,,170,1,Calefaccion,269.19,0.0,Punta,57.98
43,2025-02-10 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,12.1,68.4,496.1,601,1,Calefaccion,111.74,72.37,Llano,5.82
343,2025-12-07 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,13.7,62.3,474.3,0,0,Apagado,16.1,70.25,Valle,-2.29
1643,2025-06-18 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,32.5,59.0,748.0,161,Si,Refrigeracion,183.76,199.47,Llano,-0.93
1668,2025-07-12 20:00:00,Planta Logistica R2,ZARAGOZA,Industrial,26000,29.9,41.1,61.5,55,1,Refrigeracion,154.06,14.97,Valle,13.6
1351,2025-09-02 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,30.6,65.4,844.1,1421,1,Refrigeracion,220.42,107.11,Llano,19.68
